"species","x","y"
"reef",147.5,-18.5
"reef",148.5,-18.5
"reef",162.5,-18.5
"reef",163.5,-18.5
"reef",169.5,-18.5
"reef",177.5,-18.5
"reef",-178.5,-19.5
"reef",-174.5,-19.5
"reef",-169.5,-19.5
"reef",44.5,-19.5
"reef",48.5,-19.5
"reef",57.5,-19.5
"reef",118.5,-19.5
"reef",146.5,-19.5
"reef",147.5,-19.5
"reef",148.5,-19.5
"reef",149.5,-19.5
"reef",150.5,-19.5
"reef",152.5,-19.5
"reef",158.5,-19.5
"reef",159.5,-19.5
"reef",163.5,-19.5
"reef",164.5,-19.5
"reef",169.5,-19.5
"reef",177.5,-19.5
"reef",-174.5,-20.5
"reef",43.5,-20.5
"reef",44.5,-20.5
"reef",115.5,-20.5
"reef",116.5,-20.5
"reef",117.5,-20.5
"reef",118.5,-20.5
"reef",148.5,-20.5
"reef",149.5,-20.5
"reef",150.5,-20.5
"reef",151.5,-20.5
"reef",152.5,-20.5
"reef",158.5,-20.5
"reef",159.5,-20.5
"reef",163.5,-20.5
"reef",164.5,-20.5
"reef",165.5,-20.5
"reef",166.5,-20.5
"reef",-175.5,-21.5
"reef",35.5,-21.5
"reef",43.5,-21.5
"reef",48.5,-21.5
"reef",55.5,-21.5
"reef",113.5,-21.5
"reef",114.5,-21.5
"reef",115.5,-21.5
"reef",150.5,-21.5
"reef",151.5,-21.5
"reef",152.5,-21.5
"reef",153.5,-21.5
"reef",155.5,-21.5
"reef",158.5,-21.5
"reef",159.5,-21.5
"reef",164.5,-21.5
"reef",165.5,-21.5
"reef",166.5,-21.5
"reef",167.5,-21.5
"reef",35.5,-22.5
"reef",43.5,-22.5
"reef",113.5,-22.5
"reef",114.5,-22.5
"reef",150.5,-22.5
"reef",151.5,-22.5
"reef",152.5,-22.5
"reef",165.5,-22.5
"reef",166.5,-22.5
"reef",167.5,-22.5
"reef",35.5,-23.5
"reef",43.5,-23.5
"reef",113.5,-23.5
"reef",150.5,-23.5
"reef",151.5,-23.5
"reef",152.5,-23.5
"reef",35.5,-24.5
"reef",43.5,-24.5
"reef",44.5,-24.5
"reef",47.5,-24.5
"reef",113.5,-24.5
"reef",151.5,-24.5
"reef",152.5,-24.5
"reef",153.5,-24.5
"reef",44.5,-25.5
"reef",46.5,-25.5
"reef",112.5,-25.5
"reef",113.5,-25.5
"reef",114.5,-25.5
"reef",153.5,-25.5
"reef",32.5,-26.5
"reef",113.5,-26.5
"reef",114.5,-26.5
"reef",32.5,-27.5
"reef",114.5,-27.5
"reef",113.5,-28.5
"reef",114.5,-28.5
"reef",113.5,-29.5
"reef",153.5,-30.5
"reef",115.5,-31.5
"reef",115.5,-32.5
"reef",150.5,-34.5
"reef",151.5,-34.5
