"collection_no","stage_bin","lng","lat","PLong","PLat","x","y","stage"
123805,"Chattian",49.799999,7.966667,45.868588673,4.68014406300006,45.868588673,4.68014406300006,"Chattian"
123807,"Chattian",50.633331,9.25,46.6509129130001,5.99128306500006,46.6509129130001,5.99128306500006,"Chattian"
179809,"Chattian",-85.709167,10.936389,-90.3685105609999,10.6633661280001,-90.3685105609999,10.6633661280001,"Chattian"
87096,"Chattian",-69.883331,11.066667,-66.602515399,6.88135768000006,-66.602515399,6.88135768000006,"Chattian"
146393,"Chattian",-69.683334,11.166667,-66.4111102219999,6.99275939500006,-66.4111102219999,6.99275939500006,"Chattian"
34505,"Chattian",-61.733334,17.033333,-66.1647467889999,14.338327309,-66.1647467889999,14.338327309,"Chattian"
34504,"Chattian",-61.683334,17.033333,-66.1155539659999,14.3345958670001,-66.1155539659999,14.3345958670001,"Chattian"
203880,"Chattian",-61.686668,17.034445,-66.11874456,14.335953225,-66.11874456,14.335953225,"Chattian"
203881,"Chattian",-61.729168,17.045,-66.159707837,14.3496477150001,-66.159707837,14.3496477150001,"Chattian"
203875,"Chattian",-61.730278,17.047501,-66.1605983539999,14.3522239370001,-66.1605983539999,14.3522239370001,"Chattian"
203920,"Chattian",-61.69611,17.068611,-66.125281554,14.3707195170001,-66.125281554,14.3707195170001,"Chattian"
203918,"Chattian",-61.730278,17.069445,-66.158829679,14.3741009440001,-66.158829679,14.3741009440001,"Chattian"
203877,"Chattian",-61.696945,17.100279,-66.1235509909999,14.40235319,-66.1235509909999,14.40235319,"Chattian"
31270,"Chattian",-92.883331,17.116667,-88.297311076,16.8437147920001,-88.297311076,16.8437147920001,"Chattian"
31271,"Chattian",-92.883331,17.116667,-88.297311076,16.8437147920001,-88.297311076,16.8437147920001,"Chattian"
124537,"Chattian",-61.849998,17.116667,-66.272803201,14.430120652,-66.272803201,14.430120652,"Chattian"
124705,"Chattian",-61.849998,17.116667,-66.272803201,14.430120652,-66.272803201,14.430120652,"Chattian"
203878,"Chattian",-61.795834,17.123056,-66.21900047,14.4324431310001,-66.21900047,14.4324431310001,"Chattian"
203879,"Chattian",-61.795834,17.123056,-66.21900047,14.4324431310001,-66.21900047,14.4324431310001,"Chattian"
85756,"Chattian",-92.683334,17.133333,-88.096862931,16.845410504,-88.096862931,16.845410504,"Chattian"
124626,"Chattian",-61.866669,17.133333,-66.287858321,14.4479816800001,-66.287858321,14.4479816800001,"Chattian"
203876,"Chattian",-61.818333,17.139444,-66.239811959,14.450461729,-66.239811959,14.450461729,"Chattian"
203919,"Chattian",-61.830002,17.147778,-66.2506188199999,14.459642079,-66.2506188199999,14.459642079,"Chattian"
45403,"Chattian",-66.916664,17.966667,-71.188413765,15.665920171,-71.188413765,15.665920171,"Chattian"
45402,"Chattian",-66.783333,18.016666,-71.0528606029999,15.705282835,-71.0528606029999,15.705282835,"Chattian"
45404,"Chattian",-66.866669,18.283333,-71.1120056829999,15.977578249,-71.1120056829999,15.977578249,"Chattian"
124635,"Chattian",-66.916664,18.299999,-71.159781927,15.9981120690001,-71.159781927,15.9981120690001,"Chattian"
152419,"Chattian",68.601944,23.4625,62.8395352060001,15.28409549,62.8395352060001,15.28409549,"Chattian"
34408,"Chattian",34.866669,28.433332,31.197781811,23.3382848910001,31.197781811,23.3382848910001,"Chattian"
69932,"Chattian",-95.73333,29.283333,-90.053567749,29.1827599850001,-90.053567749,29.1827599850001,"Chattian"
71115,"Chattian",-84.616669,30.85,-78.88104777,29.9216396740001,-78.88104777,29.9216396740001,"Chattian"
41076,"Chattian",52.733334,31.5,48.1442923330001,30.9463996530001,48.1442923330001,30.9463996530001,"Chattian"
88771,"Chattian",29.733334,38.049999,26.5764583640001,36.2163797090001,26.5764583640001,36.2163797090001,"Chattian"
88772,"Chattian",29.766666,38.099998,26.6265102840001,36.25585819,26.6265102840001,36.25585819,"Chattian"
25371,"Chattian",18.383333,39.849998,15.3136909630001,35.616453372,15.3136909630001,35.616453372,"Chattian"
25375,"Chattian",18.416668,40,15.3689030360001,35.76186052,15.3689030360001,35.76186052,"Chattian"
25370,"Chattian",18.433332,40,15.3845007630001,35.7602003980001,15.3845007630001,35.7602003980001,"Chattian"
25374,"Chattian",18.433332,40.016666,15.3871719840001,35.7767248640001,15.3871719840001,35.7767248640001,"Chattian"
25372,"Chattian",18.383333,40.033333,15.343047674,35.798232021,15.343047674,35.798232021,"Chattian"
70067,"Chattian",-1.1,43.549999,-4.83363660999993,40.5831062390001,-4.83363660999993,40.5831062390001,"Chattian"
22968,"Chattian",-1.05,43.75,-5.10790007699995,40.9626477510001,-5.10790007699995,40.9626477510001,"Chattian"
88795,"Chattian",-1.093333,43.750557,-5.14934357599998,40.961807326,-5.14934357599998,40.961807326,"Chattian"
36242,"Chattian",8.2,44.366669,6.59275245100002,41.1588900400001,6.59275245100002,41.1588900400001,"Chattian"
36245,"Chattian",8.2,44.366669,6.59275245100002,41.1588900400001,6.59275245100002,41.1588900400001,"Chattian"
36251,"Chattian",8.2,44.366669,6.59275245100002,41.1588900400001,6.59275245100002,41.1588900400001,"Chattian"
36252,"Chattian",8.2,44.366669,6.59275245100002,41.1588900400001,6.59275245100002,41.1588900400001,"Chattian"
36253,"Chattian",8.2,44.366669,6.59275245100002,41.1588900400001,6.59275245100002,41.1588900400001,"Chattian"
36254,"Chattian",8.2,44.366669,6.59275245100002,41.1588900400001,6.59275245100002,41.1588900400001,"Chattian"
36255,"Chattian",8.2,44.366669,6.59275245100002,41.1588900400001,6.59275245100002,41.1588900400001,"Chattian"
27540,"Chattian",8.266667,44.383331,6.65870625300005,41.1679999610001,6.65870625300005,41.1679999610001,"Chattian"
27541,"Chattian",8.266667,44.383331,6.65870625300005,41.1679999610001,6.65870625300005,41.1679999610001,"Chattian"
27542,"Chattian",8.266667,44.383331,6.65870625300005,41.1679999610001,6.65870625300005,41.1679999610001,"Chattian"
27543,"Chattian",8.266667,44.383331,6.65870625300005,41.1679999610001,6.65870625300005,41.1679999610001,"Chattian"
27544,"Chattian",8.266667,44.383331,6.65870625300005,41.1679999610001,6.65870625300005,41.1679999610001,"Chattian"
27545,"Chattian",8.266667,44.383331,6.65870625300005,41.1679999610001,6.65870625300005,41.1679999610001,"Chattian"
27546,"Chattian",8.266667,44.383331,6.65870625300005,41.1679999610001,6.65870625300005,41.1679999610001,"Chattian"
69702,"Chattian",8.433333,44.533333,6.84577633300006,41.297846495,6.84577633300006,41.297846495,"Chattian"
24149,"Chattian",14.8,46.283333,13.1297702700001,42.350084613,13.1297702700001,42.350084613,"Chattian"
86510,"Coniacian",44.5,-18.683332,38.3539730640001,-33.5268248529999,38.3539730640001,-33.5268248529999,"Coniacian"
79728,"Coniacian",-1.683333,43.275002,3.50318443900005,36.6327217050001,3.50318443900005,36.6327217050001,"Coniacian"
79221,"Coniacian",19.9,43.983334,26.489691239,29.9942730980001,26.489691239,29.9942730980001,"Coniacian"
24267,"Coniacian",11.883333,47.5,14.828576352,38.66993081,14.828576352,38.66993081,"Coniacian"
24268,"Coniacian",11.883333,47.5,14.828576352,38.66993081,14.828576352,38.66993081,"Coniacian"
24265,"Coniacian",11.922222,47.5,14.861411048,38.6756859830001,14.861411048,38.6756859830001,"Coniacian"
24266,"Coniacian",11.922222,47.5,14.861411048,38.6756859830001,14.861411048,38.6756859830001,"Coniacian"
52354,"Danian",-67.76667,-37.066666,-53.078385818,-39.785686969,-53.078385818,-39.785686969,"Danian"
87547,"Danian",-66.316666,18.333332,-63.359591247,14.9598099470001,-63.359591247,14.9598099470001,"Danian"
34684,"Danian",30.049999,25.466667,26.5497029840001,14.297121959,26.5497029840001,14.297121959,"Danian"
86950,"Danian",28.883333,25.700001,25.4856366760001,14.61343951,25.4856366760001,14.61343951,"Danian"
68902,"Danian",-1.95,42.866669,-0.451184078999972,36.9487681260001,-0.451184078999972,36.9487681260001,"Danian"
22970,"Danian",0.216667,43.349998,1.56606565800007,37.335925655,1.56606565800007,37.335925655,"Danian"
79284,"Danian",14,45.733334,18.39332153,35.0681496830001,18.39332153,35.0681496830001,"Danian"
79285,"Danian",14,45.733334,18.39332153,35.0681496830001,18.39332153,35.0681496830001,"Danian"
79286,"Danian",14,45.733334,18.39332153,35.0681496830001,18.39332153,35.0681496830001,"Danian"
79287,"Danian",14,45.733334,18.39332153,35.0681496830001,18.39332153,35.0681496830001,"Danian"
20816,"Danian",1.933333,49.083332,2.23390438600006,43.2423391770001,2.23390438600006,43.2423391770001,"Danian"
34629,"Danian",12.133333,55.266666,11.0974532550001,49.5598254390001,11.0974532550001,49.5598254390001,"Danian"
123003,"Danian",12.816667,55.566666,11.679299132,49.87432592,11.679299132,49.87432592,"Danian"
69607,"Danian",-53.516666,70.48333,-20.645430002,62.6800441250001,-20.645430002,62.6800441250001,"Danian"
69604,"Danian",-53.416668,70.73333,-20.363701986,62.8968527430001,-20.363701986,62.8968527430001,"Danian"
2263,"Hauterivian",61.716667,35.466667,79.6056017710001,27.0790468060001,79.6056017710001,27.0790468060001,"Hauterivian"
2260,"Hauterivian",54.5,39.599998,72.0690020760001,29.47781008,72.0690020760001,29.47781008,"Hauterivian"
2261,"Hauterivian",54.5,39.599998,72.0690020760001,29.47781008,72.0690020760001,29.47781008,"Hauterivian"
2262,"Hauterivian",54.5,39.599998,72.0690020760001,29.47781008,72.0690020760001,29.47781008,"Hauterivian"
2264,"Hauterivian",54.5,39.599998,72.0690020760001,29.47781008,72.0690020760001,29.47781008,"Hauterivian"
56707,"Hauterivian",0.05,40.466667,21.175277775,25.5189695610001,21.175277775,25.5189695610001,"Hauterivian"
56708,"Hauterivian",0.05,40.466667,21.175277775,25.5189695610001,21.175277775,25.5189695610001,"Hauterivian"
89971,"Hauterivian",42.766666,42.266666,63.0168592320001,31.2354858910001,63.0168592320001,31.2354858910001,"Hauterivian"
89974,"Hauterivian",43.099998,42.316666,63.3010989030001,31.300855197,63.3010989030001,31.300855197,"Hauterivian"
89977,"Hauterivian",43.349998,42.333332,63.515762421,31.329296861,63.515762421,31.329296861,"Hauterivian"
89975,"Hauterivian",43.416668,42.333332,63.5733410190001,31.3324766430001,63.5733410190001,31.3324766430001,"Hauterivian"
89976,"Hauterivian",43.183334,42.349998,63.3705860040001,31.3380362230001,63.3705860040001,31.3380362230001,"Hauterivian"
67511,"Hauterivian",43.316666,42.366669,63.4844674220001,31.3609800080001,63.4844674220001,31.3609800080001,"Hauterivian"
89961,"Hauterivian",43.333332,42.366669,63.4988579990001,31.3617719330001,63.4988579990001,31.3617719330001,"Hauterivian"
67510,"Hauterivian",43.416668,42.483334,63.5619698360001,31.482164352,63.5619698360001,31.482164352,"Hauterivian"
89978,"Hauterivian",42.183334,42.533333,62.4943150970001,31.4753768670001,62.4943150970001,31.4753768670001,"Hauterivian"
67125,"Hauterivian",19.483334,49.933334,41.118598509,34.507836889,41.118598509,34.507836889,"Hauterivian"
40404,"Hettangian",133.166672,43.166668,179.435012297,36.975490501,179.435012297,36.975490501,"Hettangian"
45424,"Hettangian",-3.505,51.449001,9.25508396200007,37.6015332900001,9.25508396200007,37.6015332900001,"Hettangian"
34863,"Kimmeridgian",39.25,-9.616667,26.552340525,-39.0254607749999,26.552340525,-39.0254607749999,"Kimmeridgian"
34736,"Kimmeridgian",-71.633331,11.833333,-38.2812098279999,1.65223825000004,-38.2812098279999,1.65223825000004,"Kimmeridgian"
85540,"Kimmeridgian",-9.866667,30.616667,-1.17928301799998,16.1588823870001,-1.17928301799998,16.1588823870001,"Kimmeridgian"
85541,"Kimmeridgian",-9.866667,30.616667,-1.17928301799998,16.1588823870001,-1.17928301799998,16.1588823870001,"Kimmeridgian"
85542,"Kimmeridgian",-9.866667,30.616667,-1.17928301799998,16.1588823870001,-1.17928301799998,16.1588823870001,"Kimmeridgian"
68081,"Kimmeridgian",-9.766667,30.616667,-1.10081295099997,16.117356622,-1.10081295099997,16.117356622,"Kimmeridgian"
80571,"Kimmeridgian",90.150002,31.333332,100.880670215,21.064550302,100.880670215,21.064550302,"Kimmeridgian"
79373,"Kimmeridgian",2.833333,34.099998,10.357924606,14.377628853,10.357924606,14.377628853,"Kimmeridgian"
85964,"Kimmeridgian",24.933332,34.966667,42.5913968470001,6.97448736300004,42.5913968470001,6.97448736300004,"Kimmeridgian"
85907,"Kimmeridgian",4.216667,36.433334,12.439440952,16.016240641,12.439440952,16.016240641,"Kimmeridgian"
68585,"Kimmeridgian",-8.25,37.083332,6.45332177500006,22.187512731,6.45332177500006,22.187512731,"Kimmeridgian"
68600,"Kimmeridgian",-7.783333,37.099998,6.80490718600004,22.0066109410001,6.80490718600004,22.0066109410001,"Kimmeridgian"
68586,"Kimmeridgian",-8.183333,37.116669,6.52109772000006,22.187962928,6.52109772000006,22.187962928,"Kimmeridgian"
68610,"Kimmeridgian",-7.65,37.116669,6.91206473400007,21.9652441750001,6.91206473400007,21.9652441750001,"Kimmeridgian"
68590,"Kimmeridgian",-8,37.133331,6.66490605300004,22.1254687970001,6.66490605300004,22.1254687970001,"Kimmeridgian"
68207,"Kimmeridgian",-7.866667,37.133331,6.76263120100003,22.0697871290001,6.76263120100003,22.0697871290001,"Kimmeridgian"
68599,"Kimmeridgian",-7.85,37.133331,6.77484763500007,22.0628316250001,6.77484763500007,22.0628316250001,"Kimmeridgian"
68608,"Kimmeridgian",-7.766667,37.133331,6.83593008400004,22.0280711680001,6.83593008400004,22.0280711680001,"Kimmeridgian"
68620,"Kimmeridgian",-7.933333,37.150002,6.72319410600005,22.111819596,6.72319410600005,22.111819596,"Kimmeridgian"
68594,"Kimmeridgian",-7.883333,37.150002,6.75983585800003,22.0909462760001,6.75983585800003,22.0909462760001,"Kimmeridgian"
68602,"Kimmeridgian",-7.783333,37.150002,6.83312247800006,22.049228827,6.83312247800006,22.049228827,"Kimmeridgian"
68607,"Kimmeridgian",-7.783333,37.150002,6.83312247800006,22.049228827,6.83312247800006,22.049228827,"Kimmeridgian"
34663,"Kimmeridgian",-7.75,37.150002,6.85755203900004,22.035331808,6.85755203900004,22.035331808,"Kimmeridgian"
68614,"Kimmeridgian",-8.016667,37.166668,6.67156104300005,22.160821846,6.67156104300005,22.160821846,"Kimmeridgian"
68587,"Kimmeridgian",-7.966667,37.166668,6.70819530600005,22.139934833,6.70819530600005,22.139934833,"Kimmeridgian"
68588,"Kimmeridgian",-7.966667,37.166668,6.70819530600005,22.139934833,6.70819530600005,22.139934833,"Kimmeridgian"
68589,"Kimmeridgian",-7.966667,37.166668,6.70819530600005,22.139934833,6.70819530600005,22.139934833,"Kimmeridgian"
34662,"Kimmeridgian",-8.9,37.183334,6.03405345800007,22.545564562,6.03405345800007,22.545564562,"Kimmeridgian"
85949,"Kimmeridgian",66.050003,37.799999,75.6959413370001,42.4045328400001,75.6959413370001,42.4045328400001,"Kimmeridgian"
91829,"Kimmeridgian",66.73333,37.966667,76.2009590530001,42.8294247060001,76.2009590530001,42.8294247060001,"Kimmeridgian"
91788,"Kimmeridgian",67.01667,38.200001,76.2923868120001,43.1451936400001,76.2923868120001,43.1451936400001,"Kimmeridgian"
91783,"Kimmeridgian",65.849998,38.416668,75.07292096,42.846012521,75.07292096,42.846012521,"Kimmeridgian"
91827,"Kimmeridgian",67.316666,38.616669,76.2639607560001,43.6231541490001,76.2639607560001,43.6231541490001,"Kimmeridgian"
68245,"Kimmeridgian",-9.066667,38.666668,6.77079448000006,23.8718759060001,6.77079448000006,23.8718759060001,"Kimmeridgian"
80164,"Kimmeridgian",39.883331,38.783333,56.289359749,16.283144244,56.289359749,16.283144244,"Kimmeridgian"
91782,"Kimmeridgian",64.849998,38.916668,73.8083154660001,42.8557946180001,73.8083154660001,42.8557946180001,"Kimmeridgian"
68241,"Kimmeridgian",-9.05,38.933334,6.93892071800008,24.0902388970001,6.93892071800008,24.0902388970001,"Kimmeridgian"
34660,"Kimmeridgian",-9,38.933334,6.97490696000006,24.0694228790001,6.97490696000006,24.0694228790001,"Kimmeridgian"
91787,"Kimmeridgian",64.48333,38.933334,73.4671323480001,42.7181197420001,73.4671323480001,42.7181197420001,"Kimmeridgian"
68784,"Kimmeridgian",-9.066667,38.950001,6.93670182200003,24.1112563930001,6.93670182200003,24.1112563930001,"Kimmeridgian"
68785,"Kimmeridgian",-9.066667,38.950001,6.93670182200003,24.1112563930001,6.93670182200003,24.1112563930001,"Kimmeridgian"
68240,"Kimmeridgian",-9.1,38.966667,6.92249813200004,24.1392126710001,6.92249813200004,24.1392126710001,"Kimmeridgian"
68819,"Kimmeridgian",-9.1,38.966667,6.92249813200004,24.1392126710001,6.92249813200004,24.1392126710001,"Kimmeridgian"
68816,"Kimmeridgian",-9.083333,38.983334,6.94427227400007,24.1463457720001,6.94427227400007,24.1463457720001,"Kimmeridgian"
68212,"Kimmeridgian",-9.066667,38.983334,6.95626084200006,24.1394067860001,6.95626084200006,24.1394067860001,"Kimmeridgian"
68242,"Kimmeridgian",-9.066667,38.983334,6.95626084200006,24.1394067860001,6.95626084200006,24.1394067860001,"Kimmeridgian"
68787,"Kimmeridgian",-9.183333,39,6.88213654900005,24.2020714710001,6.88213654900005,24.2020714710001,"Kimmeridgian"
68803,"Kimmeridgian",-9.133333,39,6.91809625200005,24.181240315,6.91809625200005,24.181240315,"Kimmeridgian"
68809,"Kimmeridgian",-9.116667,39.016666,6.93987322400005,24.1883696090001,6.93987322400005,24.1883696090001,"Kimmeridgian"
68810,"Kimmeridgian",-9.083333,39.016666,6.96384339100007,24.174491088,6.96384339100007,24.174491088,"Kimmeridgian"
68811,"Kimmeridgian",-9.083333,39.016666,6.96384339100007,24.174491088,6.96384339100007,24.174491088,"Kimmeridgian"
68815,"Kimmeridgian",-9.083333,39.016666,6.96384339100007,24.174491088,6.96384339100007,24.174491088,"Kimmeridgian"
68817,"Kimmeridgian",-9.033333,39.016666,6.99979859600006,24.1536817150001,6.99979859600006,24.1536817150001,"Kimmeridgian"
68786,"Kimmeridgian",-9.016667,39.016666,7.01178336600003,24.146747668,7.01178336600003,24.146747668,"Kimmeridgian"
25326,"Kimmeridgian",-9,39.066666,7.05311243200004,24.1820423140001,7.05311243200004,24.1820423140001,"Kimmeridgian"
25327,"Kimmeridgian",-9,39.066666,7.05311243200004,24.1820423140001,7.05311243200004,24.1820423140001,"Kimmeridgian"
91784,"Kimmeridgian",64.25,39.083332,73.1494494310001,42.7485020490001,73.1494494310001,42.7485020490001,"Kimmeridgian"
91786,"Kimmeridgian",65.433334,39.133331,74.175142468,43.28064476,74.175142468,43.28064476,"Kimmeridgian"
67903,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67904,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67905,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67906,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67907,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67908,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67940,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67956,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
67957,"Kimmeridgian",-9.35,39.316666,6.94922169100005,24.538589791,6.94922169100005,24.538589791,"Kimmeridgian"
68220,"Kimmeridgian",-8.983333,39.549999,7.34969481000007,24.5830502480001,7.34969481000007,24.5830502480001,"Kimmeridgian"
78475,"Kimmeridgian",46.583332,39.700001,57.6091392600001,36.021334795,57.6091392600001,36.021334795,"Kimmeridgian"
78476,"Kimmeridgian",46.733334,39.733334,57.7111460520001,36.1086576380001,57.7111460520001,36.1086576380001,"Kimmeridgian"
78473,"Kimmeridgian",46.700001,39.916668,57.0545311820001,36.324299968,57.0545311820001,36.324299968,"Kimmeridgian"
78462,"Kimmeridgian",46.883331,40,57.1710884130001,36.458045612,57.1710884130001,36.458045612,"Kimmeridgian"
78461,"Kimmeridgian",46.599998,40.066666,56.8911982020001,36.42954224,56.8911982020001,36.42954224,"Kimmeridgian"
78458,"Kimmeridgian",46.516666,40.166668,56.767813888,36.4944615860001,56.767813888,36.4944615860001,"Kimmeridgian"
34613,"Kimmeridgian",-1.4,40.25,14.5186357260001,20.084025431,14.5186357260001,20.084025431,"Kimmeridgian"
34612,"Kimmeridgian",-1.616667,40.333332,14.4092354150001,20.2380065080001,14.4092354150001,20.2380065080001,"Kimmeridgian"
34611,"Kimmeridgian",-1.5,40.333332,14.4916659950001,20.1941214830001,14.4916659950001,20.1941214830001,"Kimmeridgian"
78471,"Kimmeridgian",46.333332,40.349998,56.5151156810001,36.6038864920001,56.5151156810001,36.6038864920001,"Kimmeridgian"
78456,"Kimmeridgian",46.116669,40.433334,56.285031298,36.611805464,56.285031298,36.611805464,"Kimmeridgian"
78453,"Kimmeridgian",46.049999,40.5,56.1932019110001,36.6516366390001,56.1932019110001,36.6516366390001,"Kimmeridgian"
78469,"Kimmeridgian",46.049999,40.5,56.1932019110001,36.6516366390001,56.1932019110001,36.6516366390001,"Kimmeridgian"
78451,"Kimmeridgian",45.799999,40.516666,55.9688616390001,36.5884965400001,55.9688616390001,36.5884965400001,"Kimmeridgian"
78463,"Kimmeridgian",45.799999,40.516666,55.9688616390001,36.5884965400001,55.9688616390001,36.5884965400001,"Kimmeridgian"
78465,"Kimmeridgian",45.966667,40.516666,56.1126940070001,36.6407012180001,56.1126940070001,36.6407012180001,"Kimmeridgian"
78466,"Kimmeridgian",46,40.549999,56.124332968,36.681514571,56.124332968,36.681514571,"Kimmeridgian"
78467,"Kimmeridgian",46.066666,40.549999,56.1818802400001,36.702410189,56.1818802400001,36.702410189,"Kimmeridgian"
34625,"Kimmeridgian",-2.15,41.783333,14.8082312610001,21.6958816470001,14.8082312610001,21.6958816470001,"Kimmeridgian"
90000,"Kimmeridgian",44.916668,42.049999,54.4133529090001,37.7085678930001,54.4133529090001,37.7085678930001,"Kimmeridgian"
90027,"Kimmeridgian",44.549999,42.150002,54.0481477910001,37.6859081960001,54.0481477910001,37.6859081960001,"Kimmeridgian"
34624,"Kimmeridgian",-2.633333,42.233334,14.7179210300001,22.26550093,14.7179210300001,22.26550093,"Kimmeridgian"
90002,"Kimmeridgian",43.783333,42.450001,53.7060007750001,37.3400438210001,53.7060007750001,37.3400438210001,"Kimmeridgian"
90017,"Kimmeridgian",43.416668,42.533333,53.3612394400001,37.2704573950001,53.3612394400001,37.2704573950001,"Kimmeridgian"
85934,"Kimmeridgian",40.833332,43.333332,50.8128505020001,36.973436533,50.8128505020001,36.973436533,"Kimmeridgian"
90018,"Kimmeridgian",40.833332,43.333332,50.8128505020001,36.973436533,50.8128505020001,36.973436533,"Kimmeridgian"
85931,"Kimmeridgian",40.433334,43.366669,50.4797875730001,36.851784482,50.4797875730001,36.851784482,"Kimmeridgian"
85932,"Kimmeridgian",40.666668,43.433334,50.618328413,36.9964210480001,50.618328413,36.9964210480001,"Kimmeridgian"
85936,"Kimmeridgian",40.183334,43.516666,50.1886913480001,36.88664756,50.1886913480001,36.88664756,"Kimmeridgian"
67977,"Kimmeridgian",-60.831669,43.690834,-5.86246197299994,22.6294639180001,-5.86246197299994,22.6294639180001,"Kimmeridgian"
89995,"Kimmeridgian",41.599998,44.066666,50.9283535930001,37.8880779400001,50.9283535930001,37.8880779400001,"Kimmeridgian"
90020,"Kimmeridgian",39.849998,44.216667,49.4765564910001,37.3613619290001,49.4765564910001,37.3613619290001,"Kimmeridgian"
35201,"Kimmeridgian",28.033333,44.566666,40.278448177,33.463305061,40.278448177,33.463305061,"Kimmeridgian"
90026,"Kimmeridgian",34.900002,44.816666,45.3108042630001,36.070725537,45.3108042630001,36.070725537,"Kimmeridgian"
68666,"Kimmeridgian",14.65,45.633331,35.2497326060001,18.086686948,35.2497326060001,18.086686948,"Kimmeridgian"
68678,"Kimmeridgian",15.016667,45.799999,35.5360132750001,18.225684028,35.5360132750001,18.225684028,"Kimmeridgian"
68654,"Kimmeridgian",13.983333,45.816666,34.783744201,18.3196127890001,34.783744201,18.3196127890001,"Kimmeridgian"
68650,"Kimmeridgian",14.133333,45.816666,34.893183053,18.307993464,34.893183053,18.307993464,"Kimmeridgian"
68674,"Kimmeridgian",15.016667,45.816666,35.5378210710001,18.242262349,35.5378210710001,18.242262349,"Kimmeridgian"
68679,"Kimmeridgian",15.016667,45.816666,35.5378210710001,18.242262349,35.5378210710001,18.242262349,"Kimmeridgian"
68704,"Kimmeridgian",15.183333,45.833332,35.6612639840001,18.246957036,35.6612639840001,18.246957036,"Kimmeridgian"
68668,"Kimmeridgian",14.783333,45.849998,35.3711984290001,18.29232511,35.3711984290001,18.29232511,"Kimmeridgian"
68702,"Kimmeridgian",15.083333,45.849998,35.5900800270001,18.2706451980001,35.5900800270001,18.2706451980001,"Kimmeridgian"
68652,"Kimmeridgian",14.083333,45.866669,34.8625470010001,18.3615461200001,34.8625470010001,18.3615461200001,"Kimmeridgian"
68651,"Kimmeridgian",14.1,45.866669,34.874699847,18.3602591210001,34.874699847,18.3602591210001,"Kimmeridgian"
68671,"Kimmeridgian",14.983333,45.866669,35.518930304,18.294394508,35.518930304,18.294394508,"Kimmeridgian"
68703,"Kimmeridgian",15.15,45.866669,35.6405141220001,18.2824838350001,35.6405141220001,18.2824838350001,"Kimmeridgian"
68655,"Kimmeridgian",14,45.883331,34.8037464670001,18.384563294,34.8037464670001,18.384563294,"Kimmeridgian"
68680,"Kimmeridgian",14.316667,45.883331,35.034606507,18.360240219,35.034606507,18.360240219,"Kimmeridgian"
68682,"Kimmeridgian",14.316667,45.883331,35.034606507,18.360240219,35.034606507,18.360240219,"Kimmeridgian"
68649,"Kimmeridgian",14.7,45.883331,35.31411646,18.331587766,35.31411646,18.331587766,"Kimmeridgian"
68648,"Kimmeridgian",14.683333,45.900002,35.303822392,18.349392783,35.303822392,18.349392783,"Kimmeridgian"
68701,"Kimmeridgian",14.883333,45.900002,35.4496432490001,18.3347712400001,35.4496432490001,18.3347712400001,"Kimmeridgian"
68684,"Kimmeridgian",13.9,45.916668,34.734805007,18.4254922580001,34.734805007,18.4254922580001,"Kimmeridgian"
68646,"Kimmeridgian",14.733333,45.916668,35.342128485,18.3622882870001,35.342128485,18.3622882870001,"Kimmeridgian"
68700,"Kimmeridgian",14.866667,45.933334,35.4411562660001,18.3691306420001,35.4411562660001,18.3691306420001,"Kimmeridgian"
68699,"Kimmeridgian",14.916667,45.950001,35.4794239350001,18.3820854250001,35.4794239350001,18.3820854250001,"Kimmeridgian"
68686,"Kimmeridgian",13.816667,45.966667,34.6800572770001,18.481714895,34.6800572770001,18.481714895,"Kimmeridgian"
68690,"Kimmeridgian",13.8,45.983334,34.669914636,18.499587537,34.669914636,18.499587537,"Kimmeridgian"
68694,"Kimmeridgian",13.816667,45.983334,34.682048281,18.4982745890001,34.682048281,18.4982745890001,"Kimmeridgian"
68697,"Kimmeridgian",13.8,46.049999,34.6778921310001,18.565822053,34.6778921310001,18.565822053,"Kimmeridgian"
68698,"Kimmeridgian",13.733333,46.083332,34.633410353,18.604201269,34.633410353,18.604201269,"Kimmeridgian"
32017,"Kimmeridgian",-1.133333,46.099998,18.134852859,26.518516687,18.134852859,26.518516687,"Kimmeridgian"
32018,"Kimmeridgian",-1.133333,46.099998,18.134852859,26.518516687,18.134852859,26.518516687,"Kimmeridgian"
