"collection_no","r_number","interval_name","max_ma","mid_ma","min_ma","lng","lat","P.Long","P.Lat","data_source","paleolng","paleolat"
"88186",3935,"Campanian",83.6,77.85,72.1,18.6667,49.2333,19.267183957,44.2831573030001,"PaleoReefDB",17.8079780189098,39.5239854350159
NA,1151,"Kimmeridgian",157.3,154.7,152.1,18.75,42.5,38.0209657720001,14.7071238940001,"PaleoReefDB",23.6893855059426,23.9885862407565
"85002",3903,"Bartonian",41.3,39.65,38,19,49.0167,12.269348704,45.2087552580001,"PaleoReefDB",16.9226294970531,43.9161019069741
NA,515,"Tithonian",152.1,148.55,145,19.1667,42.9167,38.439017796,12.946014576,"PaleoReefDB",24.3968475268476,23.1934235438351
NA,172,"Norian",228,218.25,208.5,19.2667,48.9417,16.050548104,38.074010425,"PaleoReefDB",23.1641831373022,21.2880147696368
NA,358,"Carnian",237,232.5,228,19.3333,42.9167,17.7486130350001,11.64335878,"PaleoReefDB",22.1481909201687,6.86954820680475
NA,173,"Ladinian",242,239.5,237,19.35,43.35,19.7869724230001,9.92515610800007,"PaleoReefDB",25.1401445144174,0.955166348149419
"68373",3492,"Oxfordian",163.5,160.4,157.3,19.6333,51.1,30.854894566,37.956226327,"PaleoReefDB",26.3279998131841,42.877566099991
NA,212,"Rhaetian",208.5,204.9,201.3,19.8333,39.75,21.1324842600001,20.5599303830001,"PaleoReefDB",17.3911675183321,18.9510076623018
"221271",4359,"Norian",228,218.25,208.5,19.8378,43.7045,15.0884484740001,19.945184689,"PaleoReefDB",21.1662895658881,16.3879220870833
NA,1495,"Carnian",237,232.5,228,19.8583,43.7,16.639216893,14.7842893280001,"PaleoReefDB",24.9071367575997,5.28188239910847
"68372",3491,"Oxfordian",163.5,160.4,157.3,19.8833,51.3667,30.863333933,38.265400254,"PaleoReefDB",26.4908865507144,43.162961694902
"68383",3493,"Kimmeridgian",157.3,154.7,152.1,19.9,51,30.705855618,36.5774354110001,"PaleoReefDB",26.2776529904227,43.0914613820118
"42542",3625,"Rhaetian",208.5,204.9,201.3,20,49.15,18.4546697320001,45.065371946,"PaleoReefDB",23.1757222015471,25.9704830221994
"68368",3489,"Kimmeridgian",157.3,154.7,152.1,20.2,50.85,31.001345373,36.5336303380001,"PaleoReefDB",26.5585679619562,42.9646199731052
"57156",523,"Tithonian",152.1,148.55,145,20.4167,44.6667,36.309121385,22.3308447950001,"PaleoReefDB",26.9484066988152,23.2090815415245
NA,747,"Thanetian",59.2,57.6,56,20.4333,49.3833,16.9500056360001,44.598742858,"PaleoReefDB",19.4404055487718,39.1631278467116
"68459",630,"Kimmeridgian",157.3,154.7,152.1,20.4667,50.8167,31.2059228310001,36.583412873,"PaleoReefDB",26.7924830846587,42.9513916141052
"42258",174,"Ladinian",242,239.5,237,20.5,47.9708,24.0281489070001,30.5924522820001,"PaleoReefDB",30.0506327977869,2.52510906675882
NA,169,"Norian",228,218.25,208.5,20.65,48.6333,17.0284231090001,38.6552679110001,"PaleoReefDB",23.9021308798215,20.6166059728861
NA,2918,"Tithonian",152.1,148.55,145,20.6667,42,38.4107010550001,20.509501506,"PaleoReefDB",24.8530659402378,21.8196440775247
"62343",3441,"Tithonian",152.1,148.55,145,20.7,49.7167,32.013710358,33.983526451,"PaleoReefDB",27.0216633582124,42.1943378967357
"32515",3227,"Langhian",15.97,14.895,13.82,20.8,50.4667,17.179689663,49.645993542,"PaleoReefDB",19.5426208963294,50.8234747620592
NA,632,"Kimmeridgian",157.3,154.7,152.1,20.9833,50.0167,32.033056559,36.0319805820001,"PaleoReefDB",27.3648511880192,42.195945932452
"68371",3490,"Oxfordian",163.5,160.4,157.3,21.0167,51.3,31.6890662320001,38.5440437890001,"PaleoReefDB",27.4653096590089,43.1943746497951
"57155",522,"Tithonian",152.1,148.55,145,21.2833,43.1167,36.6269923030001,23.5426377310001,"PaleoReefDB",26.5506750646474,21.5789861529934
NA,631,"Kimmeridgian",157.3,154.7,152.1,21.5167,50.0667,32.3781010750001,36.237392915,"PaleoReefDB",27.8162144254709,42.2864560640436
"57152",519,"Tithonian",152.1,148.55,145,21.5333,43.9,36.264810203,24.2753084020001,"PaleoReefDB",27.1877943564276,22.1237339538218
NA,1097,"Aptian",125,119,113,21.9,45.0667,42.733307068,33.6079170040001,"PaleoReefDB",27.4804218270215,24.6699043276475
"57149",516,"Tithonian",152.1,148.55,145,21.9167,44.4,36.168323994,24.8392008700001,"PaleoReefDB",27.7378655146802,22.3815920970189
"57153",520,"Tithonian",152.1,148.55,145,21.95,43.875,36.5427417610001,24.438733943,"PaleoReefDB",27.4404006652373,21.9340450807632
"57150",517,"Tithonian",152.1,148.55,145,22.2667,44.0167,36.6454754970001,24.690414085,"PaleoReefDB",27.729582552859,21.9235512730542
"57151",518,"Tithonian",152.1,148.55,145,22.3833,43.8167,36.853470987,24.5840617480001,"PaleoReefDB",27.6841476019577,21.7107707772066
"74799",1314,"Aptian",125,119,113,22.5667,43.1667,43.380201363,31.7257593300001,"PaleoReefDB",27.0347488698562,22.7535184958849
"57154",521,"Tithonian",152.1,148.55,145,22.5833,42.9167,37.5843157780001,23.961747519,"PaleoReefDB",27.2764414879153,20.8820102882357
"64117",3527,"Tithonian",152.1,148.55,145,22.7333,49.7667,33.420881695,34.571828377,"PaleoReefDB",28.7797510851679,42.388476448511
"67569",2736,"Campanian",83.6,77.85,72.1,22.8333,42.7833,23.8345564370001,38.105250803,"PaleoReefDB",20.5751301179095,28.1788042589738
NA,2987,"Rhaetian",208.5,204.9,201.3,22.8333,46.8833,21.958219736,42.129562241,"PaleoReefDB",24.1070454149478,23.1403045323574
NA,2984,"Anisian",247.2,244.6,242,22.9167,40.7333,22.1034619340001,7.88040083400006,"PaleoReefDB",29.4977491002453,-6.38273247359948
"60368",2642,"Albian",113,106.75,100.5,22.9667,38.3417,32.410376957,16.03420677,"PaleoReefDB",22.8311408865436,18.7073839373615
"60368",3440,"Aptian",125,119,113,22.9833,38.3167,35.995984197,12.2958977710001,"PaleoReefDB",24.8724610669448,18.558269660823
"24310",11,"Norian",228,218.25,208.5,23.0833,37.6333,18.240465886,11.122329211,"PaleoReefDB",19.3813839591704,11.7471150012173
NA,4283,"Kimmeridgian",157.3,154.7,152.1,23.15,45.28,33.088975852,30.813093662,"PaleoReefDB",29.0253606691911,23.7600925922717
"70049",1625,"Langhian",15.97,14.895,13.82,23.25,43.5833,20.0323360240001,42.842821638,"PaleoReefDB",22.1212392015508,43.9587326138575
NA,1096,"Rupelian",33.9,31,28.1,23.2833,47.25,16.8548669350001,43.9660967120001,"PaleoReefDB",21.3635311649291,44.1427818659187
"68163",2822,"Tithonian",152.1,148.55,145,23.4167,38.9167,42.2802806350001,19.6869437190001,"PaleoReefDB",25.0015877150357,18.0965082784834
"70048",1624,"Langhian",15.97,14.895,13.82,23.5,43.5,20.2838803330001,42.7671904680001,"PaleoReefDB",22.3739650183278,43.8772588596948
"34860",3282,"Tortonian",11.62,9.433,7.246,23.6,35.5833,21.7224601030001,34.1843806420001,"PaleoReefDB",23.2293262729096,35.2426805892259
"38018",2,"Carnian",237,232.5,228,23.6333,37.3833,19.5287801330001,5.45490065300004,"PaleoReefDB",23.2176716042208,0.524873215136416
NA,3232,"Tithonian",152.1,148.55,145,23.6833,46.5833,31.8539372430001,29.964628132,"PaleoReefDB",30.1811818147458,23.4937739548127
NA,2168,"Tithonian",152.1,148.55,145,23.75,49.6667,34.194528023,34.7648495170001,"PaleoReefDB",29.6792538790796,42.3644619549188
"60744",3420,"Tortonian",11.62,9.433,7.246,24.0833,34.85,22.214412909,33.4587126540001,"PaleoReefDB",23.7014339902739,34.5053796495156
NA,3281,"Tortonian",11.62,9.433,7.246,24.75,35.0333,22.8658709740001,33.6524864090001,"PaleoReefDB",24.3675536438269,34.6831381807068
"85964",3922,"Kimmeridgian",157.3,154.7,152.1,24.9333,34.9667,42.591371011,6.97452081500006,"PaleoReefDB",24.3873379616076,15.0735988750164
"70538",3280,"Tortonian",11.62,9.433,7.246,24.9667,35.0833,23.0778219900001,33.7059318120001,"PaleoReefDB",24.5839320424562,34.7313477312673
NA,1091,"Tithonian",152.1,148.55,145,25.1667,45.5,33.5678463080001,29.8051254920001,"PaleoReefDB",30.4638872122041,22.0221559675001
NA,3076,"Kimmeridgian",157.3,154.7,152.1,25.1667,45.5,34.1208674100001,31.9436172970001,"PaleoReefDB",30.48011897778,23.2363528460282
NA,2167,"Kimmeridgian",157.3,154.7,152.1,25.3333,48.0833,36.252168049,35.6655336690001,"PaleoReefDB",32.0096029304293,25.4145275407575
"85417",4008,"Barremian",129.4,127.2,125,25.6167,43.0667,46.083130156,31.071482164,"PaleoReefDB",29.2523647097911,20.9918537998352
"73849",3550,"Norian",228,218.25,208.5,26.5833,38.45,21.228757011,7.10922235300006,"PaleoReefDB",28.2748003259849,31.4512987231741
NA,726,"Priabonian",38,35.95,33.9,26.7,41.8167,21.4783769690001,40.715479357,"PaleoReefDB",23.7275302882809,37.315502618794
"69637",2447,"Thanetian",59.2,57.6,56,27.3583,26.4333,23.1933036730001,16.47701792,"PaleoReefDB",22.2641927244064,15.6058361880547
NA,727,"Priabonian",38,35.95,33.9,27.5,41.6667,22.280190261,40.620911268,"PaleoReefDB",24.466763311188,37.1356664403891
NA,1115,"Ypresian",56,51.9,47.8,27.6,26.9,22.176618465,18.234741392,"PaleoReefDB",22.714175338693,17.2619730581748
"35199",3292,"Oxfordian",163.5,160.4,157.3,28.0333,44.5667,40.9183529580001,34.977270194,"PaleoReefDB",34.8200334045218,37.206432473164
"35201",3293,"Kimmeridgian",157.3,154.7,152.1,28.0333,44.5667,40.278404036,33.4633238420001,"PaleoReefDB",34.4189571703159,37.3832207503142
NA,460,"Bathonian",168.3,167.2,166.1,28.5,44.3333,45.054463464,35.8567454110001,"PaleoReefDB",35.5038877927657,36.360396678781
NA,219,"Kimmeridgian",157.3,154.7,152.1,28.5333,44.3667,40.7686562600001,33.4567796330001,"PaleoReefDB",34.8965466054323,37.2314864904709
"35183",1701,"Oxfordian",163.5,160.4,157.3,28.6667,44.3333,41.539083223,34.994265365,"PaleoReefDB",35.4242528275403,37.0426305244909
NA,682,"Burdigalian",20.44,18.205,15.97,29.6667,36.4167,26.424693055,35.00646971,"PaleoReefDB",29.8431415404536,36.4777930488787
"69903",648,"Tortonian",11.62,9.433,7.246,29.8333,36.3833,27.615788669,35.5254806790001,"PaleoReefDB",29.7596219829915,36.4122453456214
"34684",2193,"Danian",66,63.8,61.6,30.05,25.4667,26.549706552,14.297154789,"PaleoReefDB",24.638399846947,13.0390746278675
NA,2569,"Tortonian",11.62,9.433,7.246,30.7667,37.6,28.6964785850001,36.653987742,"PaleoReefDB",30.7881689388198,37.5790136873177
"62466",2570,"Tortonian",11.62,9.433,7.246,30.7833,37.2667,28.6675649480001,36.321238201,"PaleoReefDB",30.777863287609,37.2455535930829
NA,758,"Langhian",15.97,14.895,13.82,30.8333,37.6667,28.265721182,36.399912246,"PaleoReefDB",30.9150714425141,37.5185506766851
"62460",3456,"Burdigalian",20.44,18.205,15.97,31.1167,37.3,28.0322740730001,35.6435819700001,"PaleoReefDB",31.4109111100029,37.2209761860306
"76989",3660,"Lutetian",47.8,44.55,41.3,31.1333,29.9833,25.593486355,23.589888183,"PaleoReefDB",26.3750417513071,22.5168424750931
NA,2568,"Burdigalian",20.44,18.205,15.97,31.45,36.9667,28.2713757720001,35.264424993,"PaleoReefDB",31.6931163412837,36.8591027230678
NA,2567,"Burdigalian",20.44,18.205,15.97,31.6167,36.7167,28.3713123580001,34.9930995770001,"PaleoReefDB",31.8224152961599,36.5953634681729
"62460",3455,"Burdigalian",20.44,18.205,15.97,31.6833,36.8167,28.4591512110001,35.0806998420001,"PaleoReefDB",31.9028463863732,36.6885379456885
NA,863,"Aquitanian",23.03,21.735,20.44,32.3833,34.8833,28.342833254,32.831143565,"PaleoReefDB",32.0926388145185,35.1131489160159
NA,865,"Burdigalian",20.44,18.205,15.97,32.4167,34.95,28.7264532720001,33.1342673870001,"PaleoReefDB",32.0641157691069,35.0637185136524
"34690",866,"Tortonian",11.62,9.433,7.246,33.1667,35.0833,30.7213015240001,33.9447977900001,"PaleoReefDB",32.8168049139023,35.0117487871753
"166093",2597,"Burdigalian",20.44,18.205,15.97,33.4667,36.8,30.1632955050001,34.785381553,"PaleoReefDB",33.6671004812585,36.5072521841617
NA,4113,"Kimmeridgian",157.3,154.7,152.1,33.48,44.26,44.575081901,35.082685928,"PaleoReefDB",39.3291839146132,37.6130302418458
"68998",3514,"Berriasian",145,142.4,139.8,33.8667,44.65,44.5579620500001,30.810146606,"PaleoReefDB",39.3860615275969,37.7089120587754
"69774",862,"Aquitanian",23.03,21.735,20.44,34.0931,34.9306,29.976206765,32.5506171440001,"PaleoReefDB",32.4658912232871,33.3284995459701
NA,864,"Burdigalian",20.44,18.205,15.97,34.0931,34.9306,30.3304676550001,32.853283639,"PaleoReefDB",32.9090581961701,33.8060299688027
"62370",3443,"Tithonian",152.1,148.55,145,34.1333,44.4333,44.643599538,33.2592577120001,"PaleoReefDB",39.7285151132467,38.0663185577719
NA,2336,"Norian",228,218.25,208.5,34.1667,45,27.9944716950001,44.1494709230001,"PaleoReefDB",31.2523206804833,36.5009783665687
"50923",3398,"Serravallian",13.82,12.72,11.62,34.1833,26.1167,32.056786458,24.628601265,"PaleoReefDB",33.342239803262,25.4265502837776
"69006",3516,"Berriasian",145,142.4,139.8,34.2,44.85,44.7134464220001,31.0898746660001,"PaleoReefDB",39.6492087271858,37.9387451956307
"69008",3515,"Valanginian",139.8,136.35,132.9,34.2333,45.0167,51.410406547,30.854138263,"PaleoReefDB",39.9470549023742,37.6713158139408
"50925",681,"Burdigalian",20.44,18.205,15.97,34.3,25.95,31.175366592,23.5098963500001,"PaleoReefDB",32.9627259133701,24.8237873718168
NA,4289,"Burdigalian",20.44,18.205,15.97,34.3,36.54,30.8985880010001,34.40074093,"PaleoReefDB",34.4542619772011,36.1721633199598
NA,837,"Priabonian",38,35.95,33.9,34.4167,30.8333,28.970201767,25.4901840470001,"PaleoReefDB",29.85589613477,25.8658180474289
"47041",3378,"Berriasian",145,142.4,139.8,34.4167,44.9667,44.8203067060001,31.2596220680001,"PaleoReefDB",39.8222734168689,38.0750473979079
"77072",2921,"Valanginian",139.8,136.35,132.9,34.5,44.8333,51.676079508,30.7229731580001,"PaleoReefDB",40.2138123000924,37.5144207809844
"69909",719,"Tortonian",11.62,9.433,7.246,34.6167,31.3167,32.6417220910001,30.0389169700001,"PaleoReefDB",33.806636382138,30.7568664285448
"69908",1981,"Langhian",15.97,14.895,13.82,34.6167,31.3167,31.948065034,29.4597750290001,"PaleoReefDB",33.349002159948,30.3358166563473
"69009",3517,"Berriasian",145,142.4,139.8,34.6333,44.9167,45.0077771950001,31.2777594020001,"PaleoReefDB",40.023795579466,38.0462502960378
NA,1982,"Burdigalian",20.44,18.205,15.97,34.65,25.5,31.5279934920001,23.066037432,"PaleoReefDB",33.3025970530241,24.3694523261412
"90026",1308,"Kimmeridgian",157.3,154.7,152.1,34.6667,44.8833,45.0925463460001,36.0449430570001,"PaleoReefDB",40.2744569860083,38.3533254462565
NA,720,"Langhian",15.97,14.895,13.82,34.8667,31.3833,32.1928514460001,29.52775983,"PaleoReefDB",33.6002932675058,30.3906426588589
"34413",3231,"Tortonian",11.62,9.433,7.246,34.9,28.1667,33.0915558720001,26.1463491540001,"PaleoReefDB",33.7511326511553,26.9936626574236
"67868",2015,"Oxfordian",163.5,160.4,157.3,34.9167,44.8167,46.016350161,37.647505224,"PaleoReefDB",40.8783899394326,38.2237400869508
NA,598,"Oxfordian",163.5,160.4,157.3,35,32.5,35.4585059550001,1.80361645100004,"PaleoReefDB",30.0069014836434,11.206585802738
NA,675,"Burdigalian",20.44,18.205,15.97,35,37.25,31.733799823,34.9888968590001,"PaleoReefDB",35.247628699403,36.8130128162571
NA,722,"Tortonian",11.62,9.433,7.246,35,32.3333,33.0024478500001,31.0602072840001,"PaleoReefDB",34.2458233770439,31.7561593919108
NA,4260,"Langhian",15.97,14.895,13.82,35.01,28.31,32.68462386,25.5830803000001,"PaleoReefDB",33.2435028373068,26.531764197786
"50927",1983,"Burdigalian",20.44,18.205,15.97,35.0167,24.8,31.90252106,22.3726154780001,"PaleoReefDB",33.6554709691243,23.6649743783433
NA,723,"Tortonian",11.62,9.433,7.246,35.1,33,33.08935524,31.7280936450001,"PaleoReefDB",34.3841995422589,32.4178473504938
NA,4259,"Langhian",15.97,14.895,13.82,35.1,28.1,32.7522806330001,25.3670709580001,"PaleoReefDB",33.315016997008,26.3166149893791
NA,599,"Oxfordian",163.5,160.4,157.3,35.1667,33.1667,35.891193796,2.33005164900004,"PaleoReefDB",30.4485813345048,11.7326485468063
"50928",680,"Burdigalian",20.44,18.205,15.97,35.2,24.4167,32.0905572730001,21.992649171,"PaleoReefDB",33.8314872310936,23.2794550822435
NA,2602,"Cenomanian",100.5,97.2,93.9,35.2,31.7,33.5495729560001,14.917707477,"PaleoReefDB",29.0800364118671,10.4202093264049
NA,2843,"Danian",66,63.8,61.6,35.2056,38.0889,34.4615624250001,28.2027426770001,"PaleoReefDB",31.557164170563,26.7612390519419
NA,2016,"Oxfordian",163.5,160.4,157.3,35.2333,44.9333,46.183367585,37.863131965,"PaleoReefDB",41.1353197910835,38.3763059808173
"56772",976,"Langhian",15.97,14.895,13.82,37.0833,20.25,34.6488868500001,18.4835348660001,"PaleoReefDB",35.9596175136967,19.3580690981885
NA,636,"Kimmeridgian",157.3,154.7,152.1,39,44.5,48.6382988010001,37.288754608,"PaleoReefDB",44.2335910932507,38.4479168311454
NA,2899,"Aptian",125,119,113,39.1667,-9.8667,22.9086257070001,-34.750697739,"PaleoReefDB",20.2625343729976,-32.8614776098354
NA,2900,"Aptian",125,119,113,39.6167,-9.3,23.709689417,-34.462049752,"PaleoReefDB",20.97212882072,-32.4600305126511
NA,2926,"Priabonian",38,35.95,33.9,39.6833,-10,34.8340868240001,-15.072967482,"PaleoReefDB",33.9599777604716,-14.7186411554773
NA,2927,"Priabonian",38,35.95,33.9,39.6833,-10,34.8340868240001,-15.072967482,"PaleoReefDB",33.9599777604716,-14.7186411554773
"42439",3346,"Zanclean",5.333,4.466,3.6,39.7167,-10,39.25668276,-10.6931844449999,"PaleoReefDB",39.0442730619327,-10.2954798550209
"90020",4001,"Oxfordian",163.5,160.4,157.3,39.85,44.2167,50.240085449,38.969848509,"PaleoReefDB",45.4209228235057,38.2405713250107
"90019",2017,"Oxfordian",163.5,160.4,157.3,39.9,43.9833,50.4372449460001,38.7903813300001,"PaleoReefDB",45.518663194896,38.0172922237414
"213022",4319,"Oxfordian",163.5,160.4,157.3,40.02,43.36,50.949680588,38.3051774350001,"PaleoReefDB",45.7662959018788,37.4192398964672
NA,4278,"Messinian",7.246,6.29,5.333,40.11,-10.15,39.4216076660001,-11.0227742129999,"PaleoReefDB",39.2367660321909,-10.5295876635094
"85936",3921,"Kimmeridgian",157.3,154.7,152.1,40.1833,43.5167,50.1886430110001,36.8866639670001,"PaleoReefDB",45.498827725556,37.6124753606181
"85930",3917,"Oxfordian",163.5,160.4,157.3,40.3333,43.45,51.1370654670001,38.5009981040001,"PaleoReefDB",46.0285161249674,37.5481303273481
"85931",3918,"Kimmeridgian",157.3,154.7,152.1,40.4333,43.3667,50.4797411270001,36.851798289,"PaleoReefDB",45.7550405668002,37.4933537864457
NA,677,"Burdigalian",20.44,18.205,15.97,40.5,39.75,36.531287703,39.0880011240001,"PaleoReefDB",39.2703762059863,40.2465739004035
"85932",3919,"Kimmeridgian",157.3,154.7,152.1,40.6667,43.4333,50.6183753270001,36.996403957,"PaleoReefDB",45.9527137089054,37.5862302347438
"85933",3920,"Tithonian",152.1,148.55,145,40.6667,43.4333,50.210132066,34.600484803,"PaleoReefDB",45.8106723376329,37.7465546406588
NA,4323,"Oxfordian",163.5,160.4,157.3,41.4,43.01,52.2777670180001,38.533800124,"PaleoReefDB",47.089955031346,37.2537844283342
"89995",3997,"Oxfordian",163.5,160.4,157.3,41.6,44.0667,51.71802073,39.5077245790001,"PaleoReefDB",47.0289615104246,38.3192933672066
NA,1163,"Tortonian",11.62,9.433,7.246,41.6667,15.35,39.8975319480001,14.1762268590001,"PaleoReefDB",39.7440707733537,13.8721156890823
NA,1161,"Tortonian",11.62,9.433,7.246,41.8333,16.6667,39.2138899560001,14.302358536,"PaleoReefDB",39.9747128437912,15.1795924490333
NA,1162,"Tortonian",11.62,9.433,7.246,42.55,16.9333,39.935694201,14.5328390180001,"PaleoReefDB",40.6984809468309,15.4129165939088
"67510",1972,"Hauterivian",132.9,131.15,129.4,43.0167,42.7167,63.1995048850001,31.6961943380001,"PaleoReefDB",48.4579811283377,35.9686762992828
NA,2018,"Oxfordian",163.5,160.4,157.3,43.1167,43.2,53.5181654290001,39.356203436,"PaleoReefDB",48.5994124792141,37.6678210689539
"90017",4000,"Kimmeridgian",157.3,154.7,152.1,43.4167,42.5333,53.361286319,37.27044148,"PaleoReefDB",48.6321367484519,37.0252127848124
"90002",3999,"Kimmeridgian",157.3,154.7,152.1,43.7833,42.45,53.7059752850001,37.3400302860001,"PaleoReefDB",48.9832161554486,36.9876543170155
"89999",2019,"Oxfordian",163.5,160.4,157.3,44.1667,42.9167,54.554799104,39.5232412070001,"PaleoReefDB",49.6170289651432,37.5307428276377
"86407",462,"Bathonian",168.3,167.2,166.1,44.3333,-23.8333,28.8919152550001,-36.962629867,"PaleoReefDB",18.1534208316867,-27.8953035050693
NA,784,"Lutetian",47.8,44.55,41.3,44.4333,35.4667,39.6848390870001,26.056526046,"PaleoReefDB",38.3482759927405,24.9093823642985
"86510",2612,"Coniacian",89.8,88.05,86.3,44.45,-18.6833,38.29731889,-33.5232414549999,"PaleoReefDB",34.8932927289135,-37.4690369385852
"86479",622,"Bathonian",168.3,167.2,166.1,44.5167,-22.9167,29.4868187020001,-36.162514734,"PaleoReefDB",18.9084572115145,-27.2468027971565
"90000",3998,"Oxfordian",163.5,160.4,157.3,44.7833,42.1,55.132373133,39.360303204,"PaleoReefDB",50.3670266818003,36.8120918551975
"86478",463,"Callovian",166.1,164.8,163.5,45.3333,-20.5,31.949021901,-35.969543549,"PaleoReefDB",20.9992303133641,-26.034303913741
NA,972,"Callovian",166.1,164.8,163.5,46.0667,24.6167,41.3991241100001,-8.51818639899994,"PaleoReefDB",33.6830934216053,-1.61950846506222
NA,4343,"Thanetian",59.2,57.6,56,46.7,34.21,42.3727447030001,20.3385168680001,"PaleoReefDB",39.4890754759037,19.548569661427
NA,2349,"Ypresian",56,51.9,47.8,47.9667,33.4167,42.1647614820001,21.214693692,"PaleoReefDB",40.7646481296088,19.8815673385482
NA,4256,"Oxfordian",163.5,160.4,157.3,48.01,41.15,58.9070852340001,39.5373464050001,"PaleoReefDB",53.5382079957165,36.3290908851878
NA,1534,"Burdigalian",20.44,18.205,15.97,48.8333,14.0833,44.07284077,9.29587412000006,"PaleoReefDB",45.3376427650432,11.0538764573313
NA,1535,"Burdigalian",20.44,18.205,15.97,48.8333,14.0833,44.07284077,9.29587412000006,"PaleoReefDB",45.3376427650432,11.0538764573313
"74509",1277,"Maastrichtian",72.1,69.05,66,49.45,10.8167,44.5609639360001,-1.76596403999997,"PaleoReefDB",40.9946474241793,-3.32796451068155
NA,2709,"Burdigalian",20.44,18.205,15.97,50.7125,34.6431,47.000354046,34.4101816800001,"PaleoReefDB",48.9971249001107,32.6337204699335
"41077",3332,"Aquitanian",23.03,21.735,20.44,50.7125,34.6403,46.473569727,34.2250076120001,"PaleoReefDB",48.5395447996479,32.1473524327424
NA,4194,"Rupelian",33.9,31,28.1,51.09,33.51,46.2256160040001,33.261890588,"PaleoReefDB",47.524149936903,29.9895867361761
"31651",3225,"Albian",113,106.75,100.5,51.95,33.05,61.636875193,26.8816520940001,"PaleoReefDB",53.7822172615707,22.8835556983152
"34635",2348,"Norian",228,218.25,208.5,51.9833,33.1167,62.8404541990001,47.9023873370001,"PaleoReefDB",40.9033607013114,25.6974624041129
"41076",2708,"Chattian",28.1,25.565,23.03,52.7333,31.5097,48.143458955,30.95607333,"PaleoReefDB",49.9465433822766,28.5076453792209
"2263",2355,"Hauterivian",132.9,131.15,129.4,54.5,39,73.568591848,28.722014223,"PaleoReefDB",59.6215716691831,33.6900460597738
"67010",2930,"Maastrichtian",72.1,69.05,66,55.8833,24.1333,49.777263582,6.95859564600005,"PaleoReefDB",46.1756736603485,5.53577655746223
"67009",2931,"Maastrichtian",72.1,69.05,66,55.95,25.2667,50.0063348290001,8.07066261200004,"PaleoReefDB",46.3608064960551,6.65576801347692
"24306",35,"Norian",228,218.25,208.5,57.0583,23.1722,49.5834341720001,-8.06791781499993,"PaleoReefDB",43.4024899981237,-8.98255525908846
"25255",655,"Burdigalian",20.44,18.205,15.97,57.1167,27.3167,53.8811961210001,27.2134180730001,"PaleoReefDB",56.5807223196039,22.9860223200264
"96014",2848,"Oxfordian",163.5,160.4,157.3,57.5,38,69.2095055190001,40.6954926350001,"PaleoReefDB",63.0985295103562,34.6541222955807
"25258",654,"Burdigalian",20.44,18.205,15.97,57.5833,26.5333,54.398637722,26.4560512150001,"PaleoReefDB",56.8571176269922,22.1365302990436
"170614",2335,"Barremian",129.4,127.2,125,57.6667,38,74.9670199920001,30.689242719,"PaleoReefDB",63.139643395781,32.4401443170663
"25254",656,"Aquitanian",23.03,21.735,20.44,57.9083,26.4722,54.2811777900001,26.2651513280001,"PaleoReefDB",56.6735926319016,21.0288582672523
NA,495,"Callovian",166.1,164.8,163.5,58.0833,33.25,74.6547828280001,35.733306036,"PaleoReefDB",42.4511899341171,-14.9440344957744
NA,1784,"Aquitanian",23.03,21.735,20.44,58.9167,23.2028,54.0015934690001,16.5516528630001,"PaleoReefDB",55.0622959338036,18.8506164158182
"83393",3817,"Albian",113,106.75,100.5,59.8292,36.175,70.092338161,31.63186641,"PaleoReefDB",50.9123439491427,-17.4380288524243
"25256",653,"Burdigalian",20.44,18.205,15.97,61.0083,26.0167,57.8520547730001,26.121469383,"PaleoReefDB",59.9929612547007,21.0426538947168
"91788",4014,"Kimmeridgian",157.3,154.7,152.1,67.0167,38.2,76.2924149950001,43.145205215,"PaleoReefDB",71.5888981788704,36.024626093976
"91827",2357,"Oxfordian",163.5,160.4,157.3,67.1333,38.4167,77.6808950170001,45.0180491140001,"PaleoReefDB",72.1114048371076,36.6045006011857
NA,2995,"Oxfordian",163.5,160.4,157.3,69,39,79.0196959670001,46.277494677,"PaleoReefDB",73.7410703372564,37.4820557456526
NA,2999,"Kimmeridgian",157.3,154.7,152.1,70,39,78.4563881550001,45.0586899570001,"PaleoReefDB",74.2441980385427,37.2643731581194
"36694",22,"Ladinian",242,239.5,237,73.3333,37.5833,82.6499589650001,31.879538842,"PaleoReefDB",54.7691130080409,5.38691531093424
"67012",2790,"Sinemurian",199.3,195.05,190.8,73.55,37.7833,95.2039200900001,58.7353970350001,"PaleoReefDB",68.3713707431205,36.11855634273
"67014",3465,"Sinemurian",199.3,195.05,190.8,74,38.1667,95.6536573670001,59.2034554190001,"PaleoReefDB",82.6057252330853,49.1618091191525
"34646",23,"Norian",228,218.25,208.5,74.5,37.5,72.5094771190001,59.3511045700001,"PaleoReefDB",54.98191514858,28.7641849842336
NA,137,"Norian",228,218.25,208.5,77.85,35.55,72.9826392370001,58.423732199,"PaleoReefDB",75.4893754208112,47.5878119366523
NA,4156,"Albian",113,106.75,100.5,78.56,10.58,40.185341717,-46.52876875,"PaleoReefDB",36.2938255121505,-51.2903557022296
NA,2924,"Danian",66,63.8,61.6,79.1667,11.2333,62.151464311,-26.721731819,"PaleoReefDB",58.9528507524615,-30.8706946598136
